,type,row_count,column_count,thread_count,iteration_count,func,time,max_time,min_time
430,pthread,1,500,48,1,2.0,8.788,11.4098018399,8.40676053098
431,openmp,1,500,1,1,2.0,169.218,219.702304022,161.877014512
432,cilk,1,500,1,1,2.0,3.909,5.07520657627,3.73942045012
433,cilk,1,500,8,1,2.0,7.38,9.58174073493,7.05984213913
434,cilk,1,500,16,1,2.0,2.461,3.19521191716,2.35423733122
435,cilk,1,500,48,1,2.0,12.799,16.6174389792,12.2437560351
436,sequential,1,500,1,5,1.0,0.524,0.680329558957,0.501267924242
437,pthread,1,500,1,5,1.0,0.637,0.827041849343,0.609365778134
438,pthread,1,500,8,5,1.0,2.059,2.67327969827,1.96967682445
439,pthread,1,500,16,5,1.0,2.722,3.53407835779,2.60391467516
440,pthread,1,500,48,5,1.0,8.295,10.7697207854,7.9351477702
441,openmp,1,500,1,5,1.0,485.902,630.865445337,464.822684971
442,cilk,1,500,1,5,1.0,4.879,6.33459526365,4.66734008087
443,cilk,1,500,8,5,1.0,0.879,1.14123985176,0.840867376734
444,cilk,1,500,16,5,1.0,7.469,9.69729289285,7.1449811568
445,cilk,1,500,48,5,1.0,1.329,1.7254923356,1.27134555595
446,sequential,1,500,1,5,2.0,9.786,12.7055440152,9.36146547067
447,pthread,1,500,1,5,2.0,10.132,13.1547692583,9.69245535957
448,pthread,1,500,8,5,2.0,11.051,14.3479426642,10.5715874633
449,pthread,1,500,16,5,2.0,9.461,12.283583888,9.05056456346
450,pthread,1,500,48,5,2.0,9.887,12.8366762393,9.45808390645
451,openmp,1,500,1,5,2.0,472.445,613.393699392,451.949474176
452,cilk,1,500,1,5,2.0,10.332,13.4144370289,9.88377899478
453,cilk,1,500,8,5,2.0,8.165,10.6009367345,7.81078740732
454,cilk,1,500,16,5,2.0,12.802,16.6213339957,12.2466258896
455,cilk,1,500,48,5,2.0,17.732,23.0221445409,16.9627534974
456,sequential,500,1,1,1,1.0,0.062,0.0804970088843,0.0593103269141
457,pthread,500,1,1,1,1.0,0.236,0.306407969301,0.225761889544
458,pthread,500,1,8,1,1.0,0.176,0.228507638123,0.168364798982
459,pthread,500,1,16,1,1.0,0.114,0.148010629239,0.109054472068
460,pthread,500,1,48,1,1.0,0.166,0.215524249593,0.158798617222
461,openmp,500,1,1,1,1.0,0.085,0.110358802503,0.0813125449629
462,cilk,500,1,1,1,1.0,0.151,0.196049166799,0.144449344581
463,cilk,500,1,8,1,1.0,0.563,0.730964774223,0.538576033107
464,cilk,500,1,16,1,1.0,0.105,0.136325579562,0.100444908484
465,cilk,500,1,48,1,1.0,0.737,0.95687573464,0.705027595737
466,sequential,500,1,1,1,2.0,1.975,2.56421923462,1.88932089767
467,pthread,500,1,1,1,2.0,2.123,2.75637338486,2.03090038772
468,pthread,500,1,8,1,2.0,2.098,2.72391491354,2.00698493332
469,pthread,500,1,16,1,2.0,2.785,3.61587370553,2.66418162025
470,pthread,500,1,48,1,2.0,2.072,2.69015810336,1.98211286074
471,openmp,500,1,1,1,2.0,2.084,2.70573816959,1.99359227885
472,cilk,500,1,1,1,2.0,33.722,43.7825827999,32.2590781322
473,cilk,500,1,8,1,2.0,14.594,18.9479572203,13.960885661
474,cilk,500,1,16,1,2.0,21.634,28.0882627452,20.6954776203
475,cilk,500,1,48,1,2.0,2.001,2.5979760448,1.91419297024
476,sequential,500,1,1,5,1.0,0.358,0.464805309364,0.34246930702
477,pthread,500,1,1,5,1.0,0.616,0.799776733431,0.589276796437
478,pthread,500,1,8,5,1.0,0.75,0.973754139729,0.717463632025
479,pthread,500,1,16,5,1.0,0.606,0.786793344901,0.579710614676
480,pthread,500,1,48,5,1.0,0.722,0.937400651846,0.690678323096
481,openmp,500,1,1,5,1.0,0.439,0.569970756455,0.419955379279
482,cilk,500,1,1,5,1.0,0.438,0.568672417602,0.418998761103
483,cilk,500,1,8,5,1.0,0.677,0.878975403462,0.647630505175
484,cilk,500,1,16,5,1.0,3.333,4.32736339696,3.18840838072
485,cilk,500,1,48,5,1.0,1.469,1.90725977502,1.40527210059
486,sequential,500,1,1,5,2.0,10.422,13.5312875257,9.96987463062
487,pthread,500,1,1,5,2.0,12.578,16.3305060927,12.0323434182
488,pthread,500,1,8,5,2.0,11.071,14.3739094413,10.5907198269
489,pthread,500,1,16,5,2.0,13.419,17.422409068,12.8368593042
490,pthread,500,1,48,5,2.0,11.853,15.3892104243,11.3387952405
491,openmp,500,1,1,5,2.0,9.605,12.4705446828,9.1883175808
492,cilk,500,1,1,5,2.0,93.854,121.854294707,89.7824422935
493,cilk,500,1,8,5,2.0,31.497,40.8937788521,30.1306026905
494,cilk,500,1,16,5,2.0,9.612,12.4796330548,9.19501390804
495,cilk,500,1,48,5,2.0,39.809,51.685571398,38.0820129697
496,sequential,2,3,1,1,1.0,0.002,0.00259667770594,0.00191323635207
497,pthread,2,3,1,1,1.0,0.042,0.0545302318248,0.0401779633934
498,pthread,2,3,8,1,1.0,0.117,0.151905645798,0.111924326596
499,pthread,2,3,16,1,1.0,0.112,0.145413951533,0.107141235716
500,pthread,2,3,48,1,1.0,0.118,0.153203984651,0.112880944772
501,openmp,2,3,1,1,1.0,1.612,2.09292223099,1.54206849977
502,cilk,2,3,1,1,1.0,0.003,0.00389501655892,0.0028698545281
503,cilk,2,3,8,1,1.0,0.006,0.00779003311783,0.0057397090562
504,cilk,2,3,16,1,1.0,0.007,0.0090883719708,0.00669632723224
505,cilk,2,3,48,1,1.0,0.007,0.0090883719708,0.00669632723224
506,sequential,2,3,1,1,2.0,0.025,0.0324584713243,0.0239154544008
507,pthread,2,3,1,1,2.0,0.061,0.0791986700313,0.0583537087381
508,pthread,2,3,8,1,2.0,0.123,0.159695678916,0.117664035652
509,pthread,2,3,16,1,2.0,0.111,0.14411561268,0.10618461754
510,pthread,2,3,48,1,2.0,0.125,0.162292356621,0.119577272004
511,openmp,2,3,1,1,2.0,9.706,12.6016769069,9.28493601658
512,cilk,2,3,1,1,2.0,0.025,0.0324584713243,0.0239154544008
513,cilk,2,3,8,1,2.0,0.068,0.0882870420021,0.0650500359703
514,cilk,2,3,16,1,2.0,0.028,0.0363534878832,0.0267853089289
515,cilk,2,3,48,1,2.0,0.029,0.0376518267362,0.027741927105
516,sequential,2,3,1,5,1.0,0.006,0.00779003311783,0.0057397090562
517,pthread,2,3,1,5,1.0,0.071,0.092182058561,0.0679198904984
518,pthread,2,3,8,5,1.0,0.22,0.285634547654,0.210455998727
519,pthread,2,3,16,5,1.0,0.443,0.575164111867,0.423781851983
520,pthread,2,3,48,5,1.0,0.581,0.754334873577,0.555795160276
521,openmp,2,3,1,5,1.0,0.09,0.116850496767,0.086095635843
522,cilk,2,3,1,5,1.0,0.012,0.0155800662357,0.0114794181124
523,cilk,2,3,8,5,1.0,0.026,0.0337568101773,0.0248720725769
524,cilk,2,3,16,5,1.0,0.874,1.1347481575,0.836084285854
525,cilk,2,3,48,5,1.0,0.015,0.0194750827946,0.0143492726405
526,sequential,2,3,1,5,2.0,0.119,0.154502323504,0.113837562948
527,pthread,2,3,1,5,2.0,0.411,0.533617268571,0.39317007035
528,pthread,2,3,8,5,2.0,0.417,0.541407301689,0.398909779406
529,pthread,2,3,16,5,2.0,0.493,0.640081054515,0.471612760785
530,pthread,2,3,48,5,2.0,0.383,0.497263780688,0.366384761421
531,openmp,2,3,1,5,2.0,23.255,30.1928700259,22.2461556837
532,cilk,2,3,1,5,2.0,0.266,0.345358134891,0.254460434825
533,cilk,2,3,8,5,2.0,0.223,0.289529564213,0.213325853256
534,cilk,2,3,16,5,2.0,0.124,0.160994017769,0.118620653828
535,cilk,2,3,48,5,2.0,0.124,0.160994017769,0.118620653828
536,sequential,491,499,1,1,1.0,33.462,43.4450146981,32.0103574064
537,pthread,491,499,1,1,1.0,40.54,52.6346570995,38.7813008564
538,pthread,491,499,8,1,1.0,27.161,35.2641815856,25.9827062793
539,pthread,491,499,16,1,1.0,32.25,41.8714280083,30.8509361771
540,pthread,491,499,48,1,1.0,39.349,51.0883355256,37.6419686088
541,openmp,491,499,1,1,1.0,138.891,180.327581628,132.865655088
542,cilk,491,499,1,1,1.0,64.694,83.9947337542,61.8874562803
543,cilk,491,499,8,1,1.0,101.924,132.33188925,97.5023509741
544,cilk,491,499,16,1,1.0,41.801,54.2718623931,39.9875963764
545,cilk,491,499,48,1,1.0,38.525,50.0185043107,36.8537152317
546,sequential,491,499,1,1,2.0,940.024,1220.46968193,899.244044308
547,pthread,491,499,1,1,2.0,945.462,1227.53004861,904.446133949
548,pthread,491,499,8,1,2.0,243.644,316.332471493,233.074278882
549,pthread,491,499,16,1,2.0,190.164,246.897309637,181.914338827
550,pthread,491,499,48,1,2.0,248.999,323.285076051,238.196969214
551,openmp,491,499,1,1,2.0,314.466,408.283425739,300.823891345
552,cilk,491,499,1,1,2.0,1559.855,2025.2203515,1492.18564498
553,cilk,491,499,8,1,2.0,547.673,711.065134624,523.913946323
554,cilk,491,499,16,1,2.0,349.867,454.245919473,334.689131394
555,cilk,491,499,48,1,2.0,307.486,399.221020545,294.146696476
556,sequential,491,499,1,5,1.0,175.338,227.648137802,167.731517749
557,pthread,491,499,1,5,1.0,188.53,244.775823951,180.351224728
558,pthread,491,499,8,5,1.0,73.594,95.5499495456,70.401358047
559,pthread,491,499,16,5,1.0,46.52,60.3987234403,44.5018775491
560,pthread,491,499,48,5,1.0,41.682,54.1173600696,39.8737588134
561,openmp,491,499,1,5,1.0,455.091,590.862326938,435.348322349
562,cilk,491,499,1,5,1.0,360.581,468.156321943,344.938338532
563,cilk,491,499,8,5,1.0,163.27,211.979784525,156.187049601
564,cilk,491,499,16,5,1.0,93.331,121.175263487,89.2821309874
565,cilk,491,499,48,5,1.0,64.53,83.7818061823,61.7305708995
566,sequential,491,499,1,5,2.0,4698.762,6100.58526547,4494.92113406
567,pthread,491,499,1,5,2.0,4736.262,6149.27297245,4530.79431566
568,pthread,491,499,8,5,2.0,836.903,1086.58368107,800.596621377
569,pthread,491,499,16,5,2.0,635.976,825.712350358,608.386201121
570,pthread,491,499,48,5,2.0,542.24,704.011259636,518.716639773
571,openmp,491,499,1,5,2.0,1095.137,1421.85891643,1047.62795945
572,cilk,491,499,1,5,2.0,5560.725,7219.70531819,5319.49060693
573,cilk,491,499,8,5,2.0,2363.883,3069.12114278,2261.33344382
574,cilk,491,499,16,5,2.0,1603.029,2081.27483314,1533.48667811
575,cilk,491,499,48,5,2.0,975.258,1266.21535307,932.949529122
576,sequential,1000,1000,1,1,1.0,139.115,180.618409531,133.079937559
577,pthread,1000,1000,1,1,1.0,144.804,188.004659266,138.522138362
578,pthread,1000,1000,8,1,1.0,72.086,93.5920545553,68.9587778376
579,pthread,1000,1000,16,1,1.0,65.269,84.7412785946,62.4375117315
580,pthread,1000,1000,48,1,1.0,70.004,90.8889130634,66.9670987951
581,openmp,1000,1000,1,1,1.0,176.932,229.717689934,169.256367122
582,cilk,1000,1000,1,1,1.0,391.367,508.126981871,374.3887857
583,cilk,1000,1000,8,1,1.0,230.324,299.038597972,220.332124777
584,cilk,1000,1000,16,1,1.0,190.515,247.353026574,182.250111807
585,cilk,1000,1000,48,1,1.0,108.543,140.925594118,103.834206681
586,sequential,1000,1000,1,1,2.0,3823.306,4963.9467266,3657.44401214
587,pthread,1000,1000,1,1,2.0,3839.45,4984.90710904,3672.88765597
588,pthread,1000,1000,8,1,2.0,603.011,782.912610069,576.851282948
589,pthread,1000,1000,16,1,2.0,490.716,637.115648575,469.427844871
590,pthread,1000,1000,48,1,2.0,484.056,628.468711814,463.056767818
591,openmp,1000,1000,1,1,2.0,577.302,749.533616498,552.257586261
592,cilk,1000,1000,1,1,2.0,5008.13,6502.24975973,4790.86818594
593,cilk,1000,1000,8,1,2.0,950.508,1234.08146646,909.273229266
594,cilk,1000,1000,16,1,2.0,769.282,998.788709492,735.909143696
595,cilk,1000,1000,48,1,2.0,495.479,643.299636532,473.984217243
596,sequential,1000,1000,1,5,1.0,715.214,928.590124389,684.186712154
597,pthread,1000,1000,1,5,1.0,748.705,972.072790914,716.224811487
598,pthread,1000,1000,8,5,1.0,145.045,188.317558929,138.752683343
599,pthread,1000,1000,16,5,1.0,128.074,166.283450256,122.517916277
600,pthread,1000,1000,48,5,1.0,119.31,154.904808548,114.134114583
601,openmp,1000,1000,1,5,1.0,337.493,438.180274506,322.851938084
602,cilk,1000,1000,1,5,1.0,859.136,1115.44964879,821.865113285
603,cilk,1000,1000,8,5,1.0,686.705,891.57578203,656.914484573
604,cilk,1000,1000,16,5,1.0,368.642,478.622231437,352.649637649
605,cilk,1000,1000,48,5,1.0,213.646,277.384902582,204.377646837
606,sequential,1000,1000,1,5,2.0,19096.113,24793.2254486,18267.6887874
607,pthread,1000,1000,1,5,2.0,23432.848,30423.7769942,22416.288313
608,pthread,1000,1000,8,5,2.0,2515.812,3266.37646637,2406.67148668
609,pthread,1000,1000,16,5,2.0,1489.948,1934.45737731,1425.31133815
610,pthread,1000,1000,48,5,2.0,1370.074,1778.82030565,1310.63769091
611,openmp,1000,1000,1,5,2.0,1987.898,2580.96520915,1901.6593589
612,cilk,1000,1000,1,5,2.0,20554.143,26686.2424464,19662.4667866
613,cilk,1000,1000,8,5,2.0,4130.06,5362.21736311,3950.89046411
614,cilk,1000,1000,16,5,2.0,3014.727,3914.1371952,2883.94264398
615,cilk,1000,1000,48,5,2.0,2215.895,2876.98257261,2119.76543318
616,sequential,5000,5000,1,1,1.0,3268.625,4243.7828333,3126.82608564
617,pthread,5000,5000,1,1,1.0,3580.878,4649.19303515,3425.53298096
618,pthread,5000,5000,8,1,1.0,568.781,738.470471132,544.106242783
619,pthread,5000,5000,16,1,1.0,407.05,528.488830102,389.391428555
620,pthread,5000,5000,48,1,1.0,336.612,437.036437977,322.009157471
621,openmp,5000,5000,1,1,1.0,371.401,482.204348333,355.288947197
622,cilk,5000,5000,1,1,1.0,3842.63,4989.0358266,3675.92970177
623,cilk,5000,5000,8,1,1.0,922.786,1198.08891678,882.75386019
624,cilk,5000,5000,16,1,1.0,671.634,872.008517177,642.497292042
625,cilk,5000,5000,48,1,1.0,356.053,462.277443617,340.606771431
626,sequential,5000,5000,1,1,2.0,96992.023,125928.511889,92784.3321321
627,sequential,5000,5000,1,1,1.0,3445.996,4474.07049399,3296.50240814
628,pthread,5000,5000,1,1,1.0,3795.852,4928.30213173,3631.18101673
629,pthread,5000,5000,8,1,1.0,1110.688,1442.04938393,1062.5043287
630,pthread,5000,5000,16,1,1.0,607.401,788.612317634,581.050836741
631,pthread,5000,5000,48,1,1.0,685.133,889.534793353,655.410680801
632,openmp,5000,5000,1,1,1.0,1112.786,1444.77329884,1064.51131364
633,cilk,5000,5000,1,1,1.0,7213.169,9365.13756575,6900.2485722
634,cilk,5000,5000,8,1,1.0,1746.141,2267.08270307,1670.39021852
635,cilk,5000,5000,16,1,1.0,982.84,1276.05935825,940.202608133
636,cilk,5000,5000,48,1,1.0,551.261,715.723574428,527.346292339
637,sequential,5000,5000,1,1,2.0,97617.578,126740.69425,93382.7494152
638,pthread,5000,5000,1,1,2.0,96082.188,124747.237759,91913.9674339
639,pthread,5000,5000,8,1,2.0,15625.318,20286.9574494,14947.4632051
640,pthread,5000,5000,16,1,2.0,14057.878,18251.8891977,13448.0216113
641,pthread,5000,5000,48,1,2.0,12684.404,16468.65454,12134.1314186
642,openmp,5000,5000,1,1,2.0,15143.519,19661.4190884,14486.5655245
643,cilk,5000,5000,1,1,2.0,230074.438,298714.581931,220093.389232
644,cilk,5000,5000,8,1,2.0,73139.266,94959.5507256,69966.3512374
645,cilk,5000,5000,16,1,2.0,28239.412,36664.3257847,27014.3347997
646,cilk,5000,5000,48,1,2.0,15644.834,20312.2958305,14966.1325654
647,sequential,5000,5000,1,5,1.0,16455.693,21365.0655745,15741.815023
648,pthread,5000,5000,1,5,1.0,17707.342,22990.1301015,16939.1652064
649,pthread,5000,5000,8,5,1.0,2734.964,3550.91002268,2616.3162732
650,pthread,5000,5000,16,5,1.0,3745.797,4863.31378045,3583.29749393
651,pthread,5000,5000,48,5,1.0,2565.305,3330.63515122,2454.01739007
652,openmp,5000,5000,1,5,1.0,4452.095,5780.32791562,4258.95499843
653,cilk,5000,5000,1,5,1.0,55078.949,71511.1394676,52689.5237302
654,cilk,5000,5000,8,5,1.0,12893.285,16739.8528579,12333.9507798
655,cilk,5000,5000,16,5,1.0,6929.229,8996.48723184,6628.6264073
656,cilk,5000,5000,48,5,1.0,3748.136,4866.35059502,3585.53502385
657,sequential,5000,5000,1,5,2.0,481874.312,625636.141519,460969.725423
658,pthread,5000,5000,1,5,2.0,478472.75,621219.761413,457715.729387
659,pthread,5000,5000,8,5,2.0,60088.637,78015.4120392,57481.8823273
660,pthread,5000,5000,16,5,2.0,30956.805,40192.4226954,29613.8423349
661,pthread,5000,5000,48,5,2.0,13564.728,17611.6133924,12976.2653578
662,openmp,5000,5000,1,5,2.0,17828.797,23147.8198468,17055.351267
663,cilk,5000,5000,1,5,2.0,499472.75,648484.877326,477804.711084
664,cilk,5000,5000,8,5,2.0,86128.016,111823.349502,82391.6255713
665,cilk,5000,5000,16,5,2.0,49902.531,64790.3948589,47737.6681847
666,cilk,5000,5000,48,5,2.0,23124.918,30023.9795112,22121.7168781
667,sequential,10000,1,1,1,1.0,1.38,1.7917076171,1.32013308293
668,pthread,10000,1,1,1,1.0,2.495,3.23935543816,2.3867623492
669,pthread,10000,1,8,1,1.0,2.468,3.20430028913,2.36093365845
670,pthread,10000,1,16,1,1.0,2.003,2.6005727225,1.9161062066
671,pthread,10000,1,48,1,1.0,2.25,2.92126241919,2.15239089608
672,openmp,10000,1,1,1,1.0,1.436,1.86441459287,1.37370370078
673,cilk,10000,1,1,1,1.0,4.44,5.7646245072,4.24738470159
674,cilk,10000,1,8,1,1.0,4.843,6.28785506494,4.63290182653
675,cilk,10000,1,16,1,1.0,4.803,6.23592151082,4.59463709949
676,cilk,10000,1,48,1,1.0,7.065,9.17276399625,6.75850741368
677,sequential,10000,1,1,1,2.0,38.088,49.451130232,36.4356730888
678,pthread,10000,1,1,1,2.0,42.163,54.7418610579,40.3338921561
679,pthread,10000,1,8,1,2.0,39.531,51.3246331968,37.8160731168
680,pthread,10000,1,16,1,2.0,42.736,55.4858092206,40.882034371
681,pthread,10000,1,48,1,2.0,42.516,55.200174673,40.6715783723
682,openmp,10000,1,1,1,2.0,38.147,49.5277322243,36.4921135612
683,cilk,10000,1,1,1,2.0,47.291,61.3997426959,45.2394301628
684,cilk,10000,1,8,1,2.0,66.077,85.7903363878,63.2104592178
685,cilk,10000,1,16,1,2.0,46.105,59.8599128163,44.104881006
686,cilk,10000,1,48,1,2.0,70.979,92.1547934451,67.8998015167
687,sequential,10000,1,1,5,1.0,6.278,8.15097131896,6.00564890914
688,pthread,10000,1,1,5,1.0,9.039,11.735684892,8.64687169317
689,pthread,10000,1,8,5,1.0,9.588,12.4484729223,9.17205507181
690,pthread,10000,1,16,5,1.0,11.365,14.755621064,10.8719655706
691,pthread,10000,1,48,5,1.0,10.303,13.3767852022,9.85603706768
692,openmp,10000,1,1,5,1.0,6.734,8.74301383591,6.44186679741
693,cilk,10000,1,1,5,1.0,14.602,18.9583439311,13.9685386064
694,cilk,10000,1,8,5,1.0,12.54,16.2811692163,11.9959919275
695,cilk,10000,1,16,5,1.0,28.171,36.5755038271,26.948890637
696,cilk,10000,1,48,5,1.0,9.421,12.2316503338,9.01229983641
697,sequential,10000,1,1,5,2.0,192.023,249.310921564,183.692692017
698,pthread,10000,1,1,5,2.0,196.83,255.55203643,188.291155589
699,pthread,10000,1,8,5,2.0,197.534,256.466066983,188.964614785
700,pthread,10000,1,16,5,2.0,193.499,251.227269711,185.104660444
701,pthread,10000,1,48,5,2.0,198.128,257.237280262,189.532845981
702,openmp,10000,1,1,5,2.0,191.567,248.718879047,183.256474128
703,cilk,10000,1,1,5,2.0,197.135,255.948029781,188.582924132
704,cilk,10000,1,8,5,2.0,343.776,446.337737519,328.862370084
705,cilk,10000,1,16,5,2.0,304.121,394.852110305,290.927676314
706,cilk,10000,1,48,5,2.0,211.962,275.198499954,202.766701828
707,sequential,1,10000,1,1,1.0,2.188,2.8407654103,2.09308056916
708,pthread,1,10000,1,1,1.0,3.734,4.847997277,3.57201226931
709,pthread,1,10000,8,1,1.0,2.286,2.96800261789,2.18682915041
710,pthread,1,10000,16,1,1.0,3.848,4.99600790624,3.68106674138
711,pthread,1,10000,48,1,1.0,6.235,8.09514274828,5.96451432757
712,openmp,1,10000,1,1,1.0,152.475,197.964216607,145.860356391
713,cilk,1,10000,1,1,1.0,4.172,5.4166696946,3.99101103041
714,cilk,1,10000,8,1,1.0,4.58,5.94639194661,4.38131124623
715,cilk,1,10000,16,1,1.0,5.146,6.68125173739,4.92275713387
716,cilk,1,10000,48,1,1.0,2.363,3.06797470957,2.26048874997
717,sequential,1,10000,1,1,2.0,39.381,51.1298823689,37.6725803904
718,pthread,1,10000,1,1,2.0,44.013,57.1437879359,42.1036357818
719,pthread,1,10000,8,1,2.0,24.332,31.5911809705,23.2764334593
720,pthread,1,10000,16,1,2.0,35.681,46.3260286129,34.1330931391
721,pthread,1,10000,48,1,2.0,44.061,57.2061082008,42.1495534542
722,openmp,1,10000,1,1,2.0,198.994,258.361641708,190.361277322
723,cilk,1,10000,1,1,2.0,40.162,52.1438850131,38.4196991859
724,cilk,1,10000,8,1,2.0,38.045,49.3953016613,36.3945385072
725,cilk,1,10000,16,1,2.0,13.999,18.1754456028,13.3916978463
726,cilk,1,10000,48,1,2.0,11.103,14.4154562845,10.6213316085
727,sequential,1,10000,1,5,1.0,10.543,13.6883865269,10.0856254299
728,pthread,1,10000,1,5,1.0,13.653,17.7262203596,13.0607079574
729,pthread,1,10000,8,5,1.0,5.525,7.17332216267,5.28531542259
730,pthread,1,10000,16,5,1.0,6.152,7.98738062348,5.88511501896
731,pthread,1,10000,48,5,1.0,9.173,11.9096622983,8.77505852876
732,openmp,1,10000,1,5,1.0,578.759,751.425296207,553.651378943
733,cilk,1,10000,1,5,1.0,18.896,24.5334109658,18.0762570543
734,cilk,1,10000,8,5,1.0,5.084,6.60075472851,4.86344680696
735,cilk,1,10000,16,5,1.0,13.718,17.8106123851,13.1228881388
736,cilk,1,10000,48,5,1.0,7.699,9.99591082903,7.36500333728
737,sequential,1,10000,1,5,2.0,195.174,253.40198729,186.706995889
738,pthread,1,10000,1,5,2.0,201.482,261.591908774,192.741343344
739,pthread,1,10000,8,5,2.0,70.183,91.1213157181,67.1383334486
740,pthread,1,10000,16,5,2.0,79.311,102.972552768,75.8703441594
741,pthread,1,10000,48,5,2.0,77.485,100.601786023,74.12355937
742,openmp,1,10000,1,5,2.0,607.121,788.248782755,580.782983652
743,cilk,1,10000,1,5,2.0,206.773,268.461419646,197.802810113
744,cilk,1,10000,8,5,2.0,97.633,126.760717232,93.3975023807
745,cilk,1,10000,16,5,2.0,52.462,68.1134529046,50.1861027511
746,cilk,1,10000,48,5,2.0,29.752,38.6281775536,28.4613039734
747,sequential,100000,1,1,1,1.0,14.112,18.3221578931,13.4997957002
748,pthread,100000,1,1,1,1.0,21.143,27.4507783684,20.2257780959
749,pthread,100000,1,8,1,1.0,19.127,24.8333272408,18.297235853
750,pthread,100000,1,16,1,1.0,17.787,23.0935531778,17.0153674971
751,pthread,100000,1,48,1,1.0,19.749,25.6408940073,18.8922523585
752,openmp,100000,1,1,1,1.0,14.944,19.4023758188,14.2957020226
753,cilk,100000,1,1,1,1.0,21.013,27.2819943175,20.101417733
754,cilk,100000,1,8,1,1.0,17.659,22.9273658046,16.8929203706
755,cilk,100000,1,16,1,1.0,21.689,28.1596713821,20.74809162
756,cilk,100000,1,48,1,1.0,23.369,30.3408806551,22.3552101557
757,sequential,100000,1,1,1,2.0,383.845,498.360877019,367.19310378
758,pthread,100000,1,1,1,2.0,386.528,501.844320162,369.759710346
759,pthread,100000,1,8,1,2.0,384.267,498.908776015,367.59679665
760,pthread,100000,1,16,1,2.0,387.21,502.729787259,370.412123942
761,pthread,100000,1,48,1,2.0,387.394,502.968681608,370.588141686
762,openmp,100000,1,1,1,2.0,383.559,497.989552107,366.919510981
763,cilk,100000,1,1,1,2.0,542.874,704.834406468,519.323135696
764,cilk,100000,1,8,1,2.0,1152.386,1496.18751742,1102.39339341
765,cilk,100000,1,16,1,2.0,789.246,1024.70874635,755.007068962
766,cilk,100000,1,48,1,2.0,628.165,815.571025577,600.914056548
767,sequential,100000,1,1,5,1.0,68.027,88.3220971511,65.0758646611
768,pthread,100000,1,1,5,1.0,76.431,99.2333368715,73.1152838124
769,pthread,100000,1,8,5,1.0,71.372,92.6650406143,68.2757524599
770,pthread,100000,1,16,5,1.0,71.673,93.0558406091,68.5636945309
771,pthread,100000,1,48,5,1.0,72.822,94.5476319511,69.6628488151
772,openmp,100000,1,1,5,1.0,70.748,91.8548771701,67.678822718
773,cilk,100000,1,1,5,1.0,88.044,114.310945971,84.2244906907
774,cilk,100000,1,8,5,1.0,119.082,154.60878729,113.916005638
775,cilk,100000,1,16,5,1.0,79.448,103.150425191,76.0014008495
776,cilk,100000,1,48,5,1.0,94.953,123.281169106,90.8337656689
777,sequential,100000,1,1,5,2.0,1911.131,2481.29563042,1828.22265138
778,pthread,100000,1,1,5,2.0,1920.504,2493.46496049,1837.18903355
779,pthread,100000,1,8,5,2.0,1921.26,2494.44650466,1837.91223689
780,pthread,100000,1,16,5,2.0,1915.006,2486.32669347,1831.92954681
781,pthread,100000,1,48,5,2.0,1922.022,2495.43583887,1838.64117994
782,openmp,100000,1,1,5,2.0,1917.141,2489.09864693,1833.97192662
783,cilk,100000,1,1,5,2.0,3606.25,4682.13448853,3449.80429732
784,cilk,100000,1,8,5,2.0,3058.504,3970.97457517,2925.82051787
785,cilk,100000,1,16,5,2.0,3323.703,4315.29274064,3179.51470154
786,cilk,100000,1,48,5,2.0,2410.642,3129.83016921,2306.06395311
787,sequential,1,100000,1,1,1.0,21.069,27.3547012933,20.1549883509
788,pthread,1,100000,1,1,1.0,26.532,34.4475264471,25.3809934465
789,pthread,1,100000,8,1,1.0,12.505,16.2357273564,11.9625102913
790,pthread,1,100000,16,1,1.0,14.092,18.2961911161,13.4806633367
791,pthread,1,100000,48,1,1.0,15.808,20.5241405878,15.1222201267
792,openmp,1,100000,1,1,1.0,85.321,110.775569274,81.6196193974
793,cilk,1,100000,1,1,1.0,25.048,32.5207915892,23.9613720733
794,cilk,1,100000,8,1,1.0,22.776,29.5709657153,21.7879355773
795,cilk,1,100000,16,1,1.0,33.43,43.4034678549,31.9797456248
796,cilk,1,100000,48,1,1.0,25.969,33.7165616728,24.8424174134
797,sequential,1,100000,1,1,2.0,390.111,506.496268272,373.187273271
798,pthread,1,100000,1,1,2.0,397.204,515.705385756,379.972565993
799,pthread,1,100000,8,1,2.0,84.23,109.359081586,80.5759489673
800,pthread,1,100000,16,1,2.0,85.456,110.95084502,81.7487628511
801,pthread,1,100000,48,1,2.0,86.009,111.668826405,82.2777727025
802,openmp,1,100000,1,1,2.0,183.623,238.404875199,175.657099338
803,cilk,1,100000,1,1,2.0,602.631,782.419241305,576.487768041
804,cilk,1,100000,8,1,2.0,345.901,449.096707582,330.895183708
805,cilk,1,100000,16,1,2.0,193.592,251.348015225,185.193625935
806,cilk,1,100000,48,1,2.0,106.476,138.241927709,101.856876911
807,sequential,1,100000,1,5,1.0,105.922,137.522647984,101.326910442
808,pthread,1,100000,1,5,1.0,117.274,152.261390643,112.186439976
809,pthread,1,100000,8,5,1.0,36.712,47.6646159703,35.1193664786
810,pthread,1,100000,16,5,1.0,30.455,39.5409097673,29.1338065511
811,pthread,1,100000,48,5,1.0,34.214,44.4213655156,32.7297342748
